Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
151418ddce1ed22ae864b94d7d04a82ebabd6741,"fixed error on static subscribe aliasing if the subscription argument was a variable

--HG--
branch : trunk",['02e090509e3662da0b005075abe73bf5c511801b'],False,['jinja2\\compiler.py']
e9411b41890c0882236918297fb2e77a3bf60cd1,"fixed bug with parameter parsing

--HG--
branch : trunk",['151418ddce1ed22ae864b94d7d04a82ebabd6741'],False,"['jinja2\\compiler.py', 'jinja2\\parser.py', 'jinja2\\runtime.py']"
a7f016dae24342b40a274def90f43758d79ca2bf,"added disclaimer to rwbench and fixed error reporting for one of the four Output cases

--HG--
branch : trunk",['5d2733fce81b22fb53e63c7ea00154c63dae541f'],False,"['examples\\rwbench\\rwbench.py', 'jinja2\\compiler.py']"
e2244881cd7f57c4436095e54675fb1da9446d8d,"improved thread safety of the LRUCache and fixed a bug in for loops

--HG--
branch : trunk",['8a1d27f1c66633c0f6f4fd885f6ac76e926ddfc3'],False,"['docs\\switching.rst', 'docs\\tricks.rst', 'jinja2\\compiler.py', 'jinja2\\utils.py']"
24db451787fb3b966bca0eaf3ad4205fa8aaabf6,"added unittest for the latest fixed bug

--HG--
branch : trunk",['e2244881cd7f57c4436095e54675fb1da9446d8d'],False,['tests\\test_forloop.py']
6df604ec215d56fac8ed40d1c2aab715817f2474,"more unittests and updated documentation for extensions.  Fixed bug in optimizer that caused blocks to be optimized away under some circumstances.

--HG--
branch : trunk",['3da9031b99b12ad829e8307b893279347ad04c2c'],False,"['docs\\api.rst', 'docs\\extensions.rst', 'jinja2\\compiler.py', 'jinja2\\nodes.py', 'jinja2\\optimizer.py', 'jinja2\\runtime.py', 'tests\\test_ext.py', 'tests\\test_forloop.py', 'tests\\test_ifcondition.py', 'tests\\test_inheritance.py', 'tests\\test_security.py']"
9cf9591ef788fcca284d9fc1b4997e2cb888e7f0,"fixed bug with static unicode strings and auto escaping

--HG--
branch : trunk",['4e6f9a254910ce3524ea9a1c9bfb6feb54716f01'],False,"['jinja2\\compiler.py', 'jinja2\\environment.py', 'jinja2\\filters.py', 'jinja2\\lexer.py', 'jinja2\\nodes.py', 'tests\\test_ext.py', 'tests\\test_filters.py', 'tests\\test_security.py']"
5411ce72a75c0f70b7bd8df5c685ae084d6b7b44,"even more tests, fixed severe bug with autoescaping.

--HG--
branch : trunk",['fd31049f62b962181e0413b59bed9529b9df7b2b'],False,"['docs\\api.rst', 'docs\\faq.rst', 'docs\\jinjaext.py', 'examples\\rwbench\\rwbench.py', 'jinja2\\_speedups.c', 'jinja2\\compiler.py', 'jinja2\\environment.py', 'jinja2\\filters.py', 'jinja2\\nodes.py', 'jinja2\\parser.py', 'jinja2\\runtime.py', 'tests\\loaderres\\templates\\broken.html', 'tests\\loaderres\\templates\\syntaxerror.html', 'tests\\test_debug.py', 'tests\\test_security.py']"
61a5a24a51db49073a122ad9959d0950befa2e9d,"fixed a bug in error reporting and some small documentation updates

--HG--
branch : trunk",['0c4f75795f9be2970982dddb59ca10dba7ca1cbd'],False,"['docs\\api.rst', 'docs\\faq.rst', 'docs\\intro.rst', 'docs\\templates.rst', 'jinja2\\loaders.py', 'jinja2\\parser.py', 'jinja2\\runtime.py']"
f4e1fb4d3608b3699f1bbe2f4210dd1b96bbe573,"small fix for Python 2.4

--HG--
branch : trunk",['3e39651630b111940900022727e581607174d375'],False,"['jinja2\\_speedups.c', 'setup.py']"
4388cd059d73c810dabc2cce0366c21ce2669d5c,"fixed error in wordwrap filter

--HG--
branch : trunk",['58f351da2c71873e5c41b98a871ac1af78624f65'],False,['jinja2\\filters.py']
e3290ea9f3c2579a819c9c4016beb50f20a41cad,"Fixed a broken unittest and fixed a bug that required multiple tests to be put into parentheses for chaning.

--HG--
branch : trunk",['6dc6f291eb46352de4df7dfaf10fb14369dc7fb1'],False,"['jinja2\\parser.py', 'tests\\test_syntax.py', 'tests\\test_various.py']"
547d0b6cd9ad4e21b817bb80f27950bb9977ed33,"Fixed a bug with the loop context of a for loop if the iterator passed has a volatile `__len__` like the listreverseiterator.  `else` in inline if-expressions is optional now.

--HG--
branch : trunk",['c670b1189f26f41f71eaa42c1270d8f1f1c1682e'],False,"['CHANGES', 'jinja2\\compiler.py', 'jinja2\\nodes.py', 'jinja2\\parser.py', 'jinja2\\runtime.py', 'tests\\test_forloop.py', 'tests\\test_syntax.py']"
f1c940f13389f23e1d7ddba6bc70c3ad379d2840,"fixed attribute lookup error with old style classes

--HG--
branch : trunk",['e3290ea9f3c2579a819c9c4016beb50f20a41cad'],False,['jinja2\\environment.py']
665bfb8c95926ae92bd37cb58b783dcdf6855d2c,"Fixed bug in finalizer

--HG--
branch : trunk",['80b789545b6deef3a9eacf514a1babfecfbfe517'],False,"['CHANGES', 'jinja2\\compiler.py', 'tests\\test_various.py']"
ff53c785742f9221d0e71286f1a8f663505cda41,"fixed a bug with nested loops and the special loop variable.

H: Enter commit message.  Lines beginning with 'HG:' are removed.

--HG--
branch : trunk",['9a0078d5730e98330788add74cc7fe66b7122ecb'],False,"['CHANGES', 'jinja2\\compiler.py', 'tests\\test_forloop.py']"
833a3b5d3a1da1ddc3ceabf0ea286ae870e8c41f,"Fixed a bug in the compiler that caused problems with loop not being referenced in an outer scoped.  (Introduced in the last checkin)

--HG--
branch : trunk",['ff53c785742f9221d0e71286f1a8f663505cda41'],False,"['jinja2\\compiler.py', 'tests\\test_forloop.py']"
4720c36a96012c22c648e15de9f33bbed1c49ef8,"Fixed a bug in the i18n extension that caused the explicit pluralization block to look up the wrong variable.

--HG--
branch : trunk",['ce677103251180952bd27b6559e3fc87e6b518b7'],False,"['CHANGES', 'jinja2\\ext.py', 'tests\\test_i18n.py']"
5c3c470fc407101bd0bc9fac2654d1fc7dbd9998,"Fixed a bug in the subscript operation.

--HG--
branch : trunk",['a5d8f55ea552941df0814953226d7279d6de886c'],False,"['CHANGES', 'jinja2\\compiler.py', 'tests\\test_undefined.py']"
f40c8844ebf05d1447a11976b571d9e37db1f04d,"Fixed a bug with the handling of empty statements in macros (it also fixes a bug introduced in one of the previous changesets)

--HG--
branch : trunk",['4d5bdff2b8b1b77917860cfc9ec4590d29d03156'],False,"['CHANGES', 'jinja2\\compiler.py']"
1b54f7435ba58add1e4ac495688c39ff36fb59eb,"Added i18n support to django2jinja (not complete support, but the best you can get before django fixes a bug in i18n handling)

--HG--
branch : trunk",['dcc217cf65d080f64dc8011043f2faebe7e4974c'],False,"['ext\\django2jinja\\django2jinja.py', 'ext\\django2jinja\\example.py', 'ext\\django2jinja\\templates\\index.html']"
9a7306e1a3e602681606d26a198fbae3bb1c8ee1,"Fixed a bug in djangojinja2 that caused mimetype being forwarded propertly.

--HG--
branch : trunk",['c347ed0f456ffab654a3621f59b1daeda724977f'],False,['ext\\djangojinja2.py']
335b87a84695854f3af03ada3131c55fc59d4a31,"Fixed a bug in constant folding of keyword arguments to filter calls.  Thanks noskolo.

--HG--
branch : trunk",['5799605a1e6d0a944ad98d30f8a2dd46d8aaef9c'],False,"['jinja2\\nodes.py', 'tests\\test_old_bugs.py']"
7966895d0dd38ca2c2362640e528933d55686b51,"The hopefully final fix for the bug apollo13 spotted earlier.

--HG--
branch : trunk",['234cad6f6100ebdeb35ab8bd9307cd328cd4c1d9'],False,"['jinja2\\compiler.py', 'tests\\test_old_bugs.py']"
e308bf251856ccc79c3803bfe0e3246fb9a07657,"Fixed a macro scoping bug discovered by ckknight introduced in one of the earlier changes for the 2.1 release.

--HG--
branch : trunk",['4735fbd035b1701a9b85a064c008a5d5533df7dd'],False,"['jinja2\\compiler.py', 'tests\\test_inheritance.py']"
9efe0819a164d733e630ce04f7f4222bcaca6a52,"Fixed a small bug with the undefined object: the error message on divisions with undefined objects was misleading.

--HG--
branch : trunk",['1c56b3905cea0539531a95b0e87241a40c28c280'],False,"['jinja2\\runtime.py', 'jinja2\\sandbox.py']"
d9342dcb855ee78a1971f8e22660726e711f50b7,"Fixed an escaping bug in urlize

--HG--
branch : trunk",['ba6e25a882a3ac862fc513e6c9cbfc83536c54ce'],False,"['CHANGES', 'jinja2\\filters.py', 'jinja2\\utils.py', 'tests\\test_old_bugs.py']"
cebd838f5af4ff99d862cbafab1a6a782dd50b56,"Fixed a translation error caused by looping over empty recursive loops.

--HG--
branch : trunk",['2bc1ef7c862398525070a308bac1ac5e407f6cc1'],False,"['CHANGES', 'jinja2\\compiler.py', 'tests\\test_forloop.py']"
f21e4448e07251f1b1a4fb0a66b9be5e87843b4b,"On our way to 2.2 we found a bug in 2.1 and our repo is now 2.1.1 :)  No need to branch for that.

--HG--
branch : trunk",['cebd838f5af4ff99d862cbafab1a6a782dd50b56'],False,['setup.py']
330fbc0ad21fe988a7970c2f04df3a411bbeb4bd,"Fixed a bug that caused syntax errors when defining macros or using the
`{% call %}` tag inside loops.

This fixes #323.

--HG--
branch : trunk",['bec76c789fa89e3ea86e3998ff3d4941df26edd1'],False,"['CHANGES', 'jinja2\\compiler.py', 'jinja2\\debug.py', 'tests\\test_forloop.py']"
b3b5802349723ab864cc3531ac9b72a230cb841e,"Improved usage of string interning.  This should fix the problems with jython.

--HG--
branch : trunk",['330fbc0ad21fe988a7970c2f04df3a411bbeb4bd'],False,['jinja2\\lexer.py']
ee2d3c43fa2659e32926dfc438e6f281c86ed1a2,"Fixed a bug in the parser that made ``{{ foo[1, 2] }}`` impossible.

--HG--
branch : trunk",['b3b5802349723ab864cc3531ac9b72a230cb841e'],False,"['CHANGES', 'jinja2\\parser.py', 'tests\\test_syntax.py']"
7850dc597e99ffd62628ce9f319f18373f216b6c,"Fixed a documenation bug in the cache extension.

--HG--
branch : trunk",['ee2d3c43fa2659e32926dfc438e6f281c86ed1a2'],False,['docs\\cache_extension.py']
271a0eb911903c3e34c6ea484d00359e74fb589b,"Fixed a bug that caused internal errors if names where used as iteration
variable and regular variable *after* the loop if that variable was unused
*before* the loop.  (#331)

--HG--
branch : trunk",['7887a8c63c482d99efcb9a2b69eefd2d70afd327'],False,"['CHANGES', 'jinja2\\compiler.py', 'jinja2\\nodes.py', 'tests\\test_ext.py', 'tests\\test_forloop.py', 'tests\\test_heavy.py']"
02b42a8364a3aae455bc0bbd47ed9509ec83f45b,"Added testcase for a bug

--HG--
branch : trunk",['d416a97260947fcd302f2e14e28cb6160dd412ab'],False,"['jinja2\\compiler.py', 'tests\\test_old_bugs.py']"
db7985dead0c12df0fbda41e7ccda37fbd09be18,"Fixed bug in line-based comments with priority.

--HG--
branch : trunk",['59b6bd5d8480fcdc61936e691969e72fb4bb2e83'],False,"['jinja2\\lexer.py', 'tests\\test_parser.py']"
1bb3ab72c9d369d3c16f81282b45f35618f8a48c,"Fixed another bug with line comments

--HG--
branch : trunk",['db7985dead0c12df0fbda41e7ccda37fbd09be18'],False,"['jinja2\\lexer.py', 'tests\\test_parser.py']"
2a791926b9d69c02f54c10a62c4c1ce5e6ac40ab,"Fixed a bug with template syntax errors not handled properly.

--HG--
branch : trunk",['a18872d1b8a10a82aa96d41bce6f112c1187cff0'],False,"['jinja2\\debug.py', 'jinja2\\environment.py']"
94ee6aa9788fa4577566efd4313bf84cdb2e48d8,"Fixed a bug in jinja2/debug (second time, forgot to merge and threw away changes -.-)

--HG--
branch : trunk",['f93a0ef9d49fefed7f3ac74011cdf55ad7323776'],False,['jinja2\\debug.py']
604b8468e10c349abcffaf17b0ab8bdcd91cf3ca,"Fix typo. Closes #343

--HG--
branch : trunk",['94ee6aa9788fa4577566efd4313bf84cdb2e48d8'],False,['docs\\faq.rst']
a092a786444bb285045737e4d782fc7a80233944,"typo fix

--HG--
branch : trunk",['671e06bdc5678d2b207112499868803f7111aa3d'],False,['docs\\templates.rst']
2b48839fb65f0ce5276c3de4ad30a705e89a3162,"added a deprecation warning for a variable assignment, scope bug
that exists since 2.0, code could depend on.  See :ref:`jinja-scoping-bug`
for more information on this problem.

Tip is 2.3 as this will be the next release (will happen soon!)

--HG--
branch : trunk",['f1c421d6d952035cd20a036367b858fe32945f12'],False,"['.hgignore', 'CHANGES', 'docs\\faq.rst', 'jinja2\\compiler.py', 'jinja2\\runtime.py', 'setup.py', 'tests\\test_old_bugs.py']"
79cc8d1640e691f6e0e23f96e509691f9167c66c,"Fix typo.

--HG--
branch : trunk",['2b48839fb65f0ce5276c3de4ad30a705e89a3162'],False,['docs\\intro.rst']
74230e6a386f077dd446a7dd3bf329c078e602ad,"Fixed a scoping bug that was introduced in the development version and was
triggered by multiple layers of local variables not tracked properly in if
statements.

--HG--
branch : trunk",['2b48839fb65f0ce5276c3de4ad30a705e89a3162'],False,"['jinja2\\compiler.py', 'jinja2\\utils.py', 'tests\\test_old_bugs.py']"
95632c4dae693127340221f7eed11f68953db4c3,"Fix typos and one extra import.

--HG--
branch : trunk",['2f0d65917275c29703126bc60f753ebcea9d5a89'],False,"['jinja2\\environment.py', 'jinja2\\utils.py']"
ef18944317d79cd4919561f29c9f772869e88443,"More correct fix for 380.  The only thing that is part of the outer scope
is the name of the thing to call.  Though because it will never be able to
track store nodes, the one before should not do harm either.

--HG--
branch : trunk",['e0016f5c62437f29a569c1d4067f16af3085ced1'],False,['jinja2\\compiler.py']
5dcb724c92f50574f224da21a622aa81300e6777,"greatly improved error message reporting.  This fixes #339

--HG--
branch : trunk
extra : rebase_source : d8f677273490fa73d5603b68478fa3b54f60ccb9",['d9ea26e79ff21f522e78ce76fde5c1ad53c4745a'],False,"['CHANGES', 'jinja2\\lexer.py', 'jinja2\\parser.py', 'tests\\test_parser.py']"
e614e88744fba8de7070908c3cc83eb0d23c924e,"implicit tuple expressions can no longer be totally empty.
This change makes ``{% if %}...{% endif %}`` a syntax error
now. (#364)

--HG--
branch : trunk",['5dcb724c92f50574f224da21a622aa81300e6777'],False,"['CHANGES', 'jinja2\\parser.py', 'tests\\test_old_bugs.py']"
7fd4ad638cd14cdc20bd6b19ccd8e0ea111b3aef,"Added a testcase for #363.  This bug was fixed along the way.

--HG--
branch : trunk",['4ac4bdf21ca7d85491b1a17d386c96bd80715592'],False,"['Makefile', 'tests\\test_old_bugs.py']"
5d659dbe62e8198d26dbb72b25ad28326eba85a4,"Fixed bug in a testcase.

--HG--
branch : trunk",['1ef7703cdcade0cc270cb4369c2b8adc4afa9210'],False,['tests\\test_old_bugs.py']
92622e9145a6b50d59ac7ed30fd255a664b76f4e,"Further error message improvement, this time for #341.

--HG--
branch : trunk",['5d659dbe62e8198d26dbb72b25ad28326eba85a4'],False,"['jinja2\\parser.py', 'tests\\test_parser.py']"
88dc32cb4b0d0e883a26e6e18759bf4ee22a91e9,"PrefixLoader raises correct error message now.  This fixes #358.

--HG--
branch : trunk",['9b4cc9ff08b2a80c948c442344b6fca1650e64e6'],False,"['jinja2\\loaders.py', 'tests\\test_old_bugs.py']"
df2907e0abe34557d809f5553ae3cc06940c66b1,"ported fix for #368 from maintenance branch.

--HG--
branch : trunk","['559025a3c0c06cf98011c69302965ae13c0fbef6', '28decdbe96e2ffc5ef45177256b2cbeb05eb246c']",True,[]
17f5447d9c4e902c8f55e6159e56b9f224287dfe,"Fix test in Python 3.2 -- the exception message changed.

--HG--
branch : trunk",['d72105faed82e4fcfb5443fa061dcd92e5ca4986'],False,['jinja2\\testsuite\\debug.py']
744bb0a3230e759146ed98c463b527ee652d80f0,"Added another testcase and fixed a bug with the volatile scoping.

--HG--
branch : trunk",['d3e6bc41190b79dc8c9d502436c8a226b60e6f5a'],False,"['jinja2\\compiler.py', 'jinja2\\testsuite\\ext.py']"
8a672512e7275985b8bc4be24b470c99a1be79ec,"Fixed a scoping bug that caused the immutable scoping rule to be ignored
in a few edge cases.  This clauses #376.

--HG--
branch : trunk",['752ba7f0d9831fb79cde22c1ceb678f79b16adce'],False,"['jinja2\\compiler.py', 'jinja2\\testsuite\\regression.py']"
98dbf5fb1d7fc991d3ccf3f628cd723e8e84d40a,"Improved error message for undefineds

--HG--
branch : trunk",['7d29ec68271195235a3893c98894628f19c92810'],False,"['jinja2\\runtime.py', 'jinja2\\testsuite\\api.py', 'jinja2\\utils.py']"
800ac7f623a21e7549c7afd6aa7c340c0713eb3f,"fixed an error reporting bug for undefineds.

--HG--
branch : trunk",['27387aa54a550f6803a5deadf1f8c3b0b5c180ce'],False,"['CHANGES', 'jinja2\\testsuite\\utils.py', 'jinja2\\utils.py', 'setup.py']"
93d2df782dd7e9c50799b0ddb20a8d80defdff86,"Fix unbound local error masked by bare except.

--HG--
branch : trunk",['802f4720cd854c22f300b883d52967a8ccf2a2cb'],False,['jinja2\\nodes.py']
737954909febeabbabda84b933fa78066bb5c3ef,"Version 2.4.2
-------------
(bugfix release, release date to be announced)

improved the sort filter (should have worked like this for a
long time) by adding support for case insensitive searches.
fixed a bug for getattribute constant folding.

--HG--
branch : trunk",['5a5ce730ee6e49aad63933efec9b1b54ed1e42a0'],False,"['CHANGES', 'jinja2\\filters.py', 'jinja2\\testsuite\\filters.py']"
1120b7b0aac2fdff302829aa8b939d19d37932a1,"Next try for a Python 3 fix

--HG--
branch : trunk",['d1ef7e0f43aa0dfa41667da3186a4df28664002c'],False,['jinja2\\runtime.py']
ec25a0c3bbbbecdcbd48b113c09164e7961422d6,"Fixed a bug in add_extension

--HG--
branch : trunk",['78efe7401b1f49fc1a72fc33ed6b6b97767cec44'],False,['jinja2\\environment.py']
ac0c0d08e8d9fc20e416e04fac6da8b161da147b,"Committed fix for raw testcase.

--HG--
branch : trunk",['b525c9374d3b12eab3ad26da9a88e4f5b3843c5d'],False,['jinja2\\lexer.py']
b299acb6ce3fb81607d12cc501b83c4124460996,"fix the abs filter test

--HG--
branch : trunk",['0d94e08e3d145f5be9e54a9a5fdffeeb69a58658'],False,['jinja2\\testsuite\\filters.py']
8e260d2f3cd20be2d05ccf3109e1178f38b9ad2c,"Merged in fix for Python 3 regarding precisions

--HG--
branch : trunk","['c4538a854bacd7661b2affd4c43e54095a6f1ea4', 'e589a3e20e3af316a13dc5db763d286fccca62c6']",True,[]
613912d137bc4989f12d1964df97f79ab1e3be88,"fixed an operator precedence error introduced in 2.5.2.

Statements like ""-foo.bar"" had their implicit parentheses applied around
the first part of the expression (""(-foo).bar"") instead of the more
correct ""-(foo.bar)"".",['9dc0619d6528e9fbef328faf56a982d4af7379ba'],False,"['CHANGES', 'jinja2\\parser.py', 'jinja2\\testsuite\\lexnparse.py']"
d464d0820c6a42f77a7c52516195840602195936,Fixed a bug in the documentation tool,['3383e1ca375290d2cd248c11171ff7e5a2b92a4d'],False,['docs\\jinjaext.py']
bd13945a698f509c11486baaa93ff970c2d08f98,Fix list_modules for PackageLoader,['18286b6efb3b772d2db04a7ff7fd4c3be764fee0'],False,['jinja2\\loaders.py']
200444922bd9c1f5ca70ccf7559320eeeae184ce,fix typo,['a80d2f560cd0dfaf5e31596f26e77d913dc3275c'],False,['docs\\templates.rst']
06147473cf1a1f963f44b02ca852a552023f739b,Fix a typo,['8a05e937cca3f5da09e482adb9821e3fb266b6cc'],False,['docs\\templates.rst']
4e699a9b1f9e34c6cd0245e09f0508ebbd9ec02e,"Merge pull request #47 from mineo/patch-1

Fix a typo","['8a05e937cca3f5da09e482adb9821e3fb266b6cc', '06147473cf1a1f963f44b02ca852a552023f739b']",True,[]
eeea49596a7431df2dd7afa7f6fd8360b37b5cd1,"Fixed a bug causing ""NameError: global name 'code' is not defined"".",['4e699a9b1f9e34c6cd0245e09f0508ebbd9ec02e'],False,['jinja2\\bccache.py']
8b5af8972250fc34e5bcd2dfa88ba16c8a45b121,Typo fix ... I think.,['9b1de008939555c0cd45ee6942a66030f9a3b3d4'],False,['CHANGES']
84ec5156fc78e4267de7d17c32ec89d0d9b16e00,"Merge pull request #50 from SimonSapin/patch-1

Typo fix ... I think.","['9b1de008939555c0cd45ee6942a66030f9a3b3d4', '8b5af8972250fc34e5bcd2dfa88ba16c8a45b121']",True,[]
4e1bded46c1f34f0306608a35bd81d1cde38e50c,fix typo in test name,['5c5d0613524b230856c39a61e309122c94f28b0f'],False,['jinja2\\testsuite\\lexnparse.py']
e3a5d8a93715f1301b0d8ce492110d154073408c,"fix matching typo in tests, restore missing assert",['4e1bded46c1f34f0306608a35bd81d1cde38e50c'],False,['jinja2\\testsuite\\lexnparse.py']
52c88fb66ad7eafd9ec4e7497398675c03169b4b,Typo fix,['7d268bef0e8f3f12c0acb90f30d67726a3e3f261'],False,['jinja2\\exceptions.py']
7269991b8c84c85038c528c39c4ee543878013d8,"Merge pull request #80 from joshmoore/master

Minor typo fix under docs/","['7d268bef0e8f3f12c0acb90f30d67726a3e3f261', 'cd95414e8fa05241a0cb594f2cb83ac48f6bfd11']",True,[]
6e97b061558f02ffc42691b530d61d2e76319d6c,Small typo fix to extension docs,['7269991b8c84c85038c528c39c4ee543878013d8'],False,['docs\\extensions.rst']
1161915fd7673275f77560ab110963c85cbda676,Fixed a bug in the i18n extraction option handling and added a silent option.,['7d268bef0e8f3f12c0acb90f30d67726a3e3f261'],False,"['CHANGES', 'docs\\extensions.rst', 'docs\\integration.rst', 'jinja2\\ext.py']"
79c8475f80257be4999a20d1432ff6a8e3f38815,"fix previous commit, which was kinda nonfunctional",['5a25a47996e8a2ad93fa92217f9247dea9a3c424'],False,"['jinja2\\ext.py', 'jinja2\\testsuite\\ext.py']"
ea89feb0d9e5abec9791b57e69fdd7035f80369a,"Merge pull request #92 from jasonkotenko/master

Fix loop.last memory issue","['5145401fe5f9995a32757f34359623b87048ab8b', '776567cc4e87f26ad57b52bb16c5462a281b4ca3']",True,[]
e04e32fac9382dc7051ef4361ff770395c7b77ac,Fix the Mako-like environment.,['99b22854ea6322dbd228e6a7ebfe3285cd68a138'],False,['docs\\switching.rst']
220538cc1d83f8f7fb71e8c56014a43d7cdc3625,"Merge pull request #81 from obeattie/docs-fix

Small typo fix to extension docs","['a0eabddb1a4df71e41493ce639928a0df864b74d', '6e97b061558f02ffc42691b530d61d2e76319d6c']",True,[]
1305cfdaee59ddcc4e686dfa0410f0cdad33b5f7,"Merge pull request #78 from SimonSapin/patch-2

Typo fix","['220538cc1d83f8f7fb71e8c56014a43d7cdc3625', '52c88fb66ad7eafd9ec4e7497398675c03169b4b']",True,[]
8f0c8ee591fff99d7782525bed4a3e1b24c9088a,"Fix to #93, this time respecting whitespace

Rejigger of title split to respect whitespace, also capitalize follow-on
hyphenated words.",['1305cfdaee59ddcc4e686dfa0410f0cdad33b5f7'],False,"['jinja2\\filters.py', 'jinja2\\testsuite\\filters.py']"
796ee3ffac160b5747a010344765914a0dfba98a,"Merge pull request #103 from njl/fix-issue-93

Fix to #93, this time respecting whitespace","['e5763b358e4cf0a60e98ee22d24d94e711f05e53', '8f0c8ee591fff99d7782525bed4a3e1b24c9088a']",True,[]
a21f2edfc9536c918bae0ef654f9f3ffb1c2b508,Fix typos.,['796ee3ffac160b5747a010344765914a0dfba98a'],False,"['docs\\templates.rst', 'jinja2\\filters.py']"
59f33664cfcfc6c7fcd2a9bec4a8848b829bde68,"add lstrip_blocks environment setting, fix lexer",['15605a84be45f368cc93b447da8e9c70ef84bb0b'],False,"['jinja2\\defaults.py', 'jinja2\\environment.py', 'jinja2\\lexer.py']"
01d89864d3b276425625d435ac078a52553aff36,Fix lstrip_blocks tests,['fdf8201437e8978c15fa542073c4f7243dff7f9c'],False,['jinja2\\testsuite\\lexnparse.py']
523efbdf6145f0b39eb03add87ab515f3e184b24,fix tests since lstrip_blocks strips comments,['54f7d2ec3b332efafea45ce67346f66b07316d9a'],False,['jinja2\\testsuite\\lexnparse.py']
fd3c9e684f2f84806b4772ceee93ad49cda463c7,Fix FAQ typo,['6327f79efd5b48fd47a785feb77467b52e62ae32'],False,['docs\\faq.rst']
21a2010bf2768bc658e09666c2135063ce004efc,Fixed an unicode error after 2to3,['9e9cf47c81dc3ecae451b4224168ca6bab2cf701'],False,['jinja2\\environment.py']
200fe17f1c81c17ddf5f4c4f38e2ea0425e349af,Fix typo in `include` documentation,['21a2010bf2768bc658e09666c2135063ce004efc'],False,['docs\\templates.rst']
85b9c8ab3994684d1d1ae47bad94179236d017df,fix DictLoader `uptodate` callback,['21a2010bf2768bc658e09666c2135063ce004efc'],False,"['jinja2\\loaders.py', 'jinja2\\testsuite\\loader.py']"
67c24803e6bd1f43d919fe0a89c21fc98f2f5402,"Fix jinjaext compatibility with Python 3.

Patch by Arfrever.

Fixes: https://github.com/mitsuhiko/jinja2/issues/115",['21a2010bf2768bc658e09666c2135063ce004efc'],False,['docs\\jinjaext.py']
a29f9ddf58b30b81ea83db8e2282de58ccec6e20,fix typo swtich -> switch,['21a2010bf2768bc658e09666c2135063ce004efc'],False,['docs\\switching.rst']
77bcbfe8da5fd99eb4e4e636d4396b23b1f9d8a0,"Merge pull request #171 from mgorny/master

Fix jinjaext compatibility with Python 3","['d4e54382cbe6c9760d01fec22655851bd54f02bc', '67c24803e6bd1f43d919fe0a89c21fc98f2f5402']",True,[]
846bdc125c8463a6f9977aed4a977cbaaa3bc8d4,"Merge pull request #177 from sakti/patch-1

fix typo swtich -> switch","['77bcbfe8da5fd99eb4e4e636d4396b23b1f9d8a0', 'a29f9ddf58b30b81ea83db8e2282de58ccec6e20']",True,[]
6b7c0c232ff8f9ee373e69c0e1ec0e345ea75816,"Fix vim syntax: Correctly highlight filters.

`skipwhite` makes only sense in combination with `nextgroup`.
Now filters are correctly highlighted independent of spaces after the
'|'.",['846bdc125c8463a6f9977aed4a977cbaaa3bc8d4'],False,['ext\\Vim\\jinja.vim']
2b0231c1d77159f9af3615e9d36e23a078ce3d69,"Merge pull request #202 from Necoro/master

Fix vim syntax: filters","['9962c10b258472d7e07ec4d447d21fcee9d998c2', '6b7c0c232ff8f9ee373e69c0e1ec0e345ea75816']",True,[]
840e7e060e3537172c57a8a96cf5bc502f55b67f,Added a way to disable memcache error ignoring and documented the change.  Also changed a bare except to an except on the exception type.,['8fea62d44b078fd5590ea66756963d0f0c4f3e56'],False,"['CHANGES', 'jinja2\\bccache.py']"
257a8cdc1e3c70590bc569cf7638eca06984d2e5,"Merge pull request #141 from dgilman/patch-1

Fix FAQ typo","['b418550f2547253d8385402916085739272e5974', 'fd3c9e684f2f84806b4772ceee93ad49cda463c7']",True,[]
d754f8c2b19775fab0e82fe1eee53e5d2161f0d4,"Merge pull request #162 from mgax/fix-caching

fix DictLoader `uptodate` callback","['0a6f850d9a4e53950cd89cfec5c91a5a082ed7af', '85b9c8ab3994684d1d1ae47bad94179236d017df']",True,[]
83f6a6891212b4a169346b1454801e296dc7cd66,"Merge pull request #149 from dmedvinsky/patch-1

Fix typo in `include` documentation","['d754f8c2b19775fab0e82fe1eee53e5d2161f0d4', '200fe17f1c81c17ddf5f4c4f38e2ea0425e349af']",True,[]
55ea1df4c54562a9c7dec54d047868118d9eae0b,"Merge pull request #94 from florentx/patch-1

Fix the Mako-like environment.","['3054985e76da3753354bfa99320502417c9473bd', '21b624b7143d377fce47c232a58a0d2162cf3218']",True,[]
c5005a7edfc578265ccef4026d4c30a0124d1361,"Merge pull request #104 from njl/fix-issue-77

Fix issue #77","['55ea1df4c54562a9c7dec54d047868118d9eae0b', '7336b7af6c20a811930d49e97ef1bc447e062efa']",True,[]
4a41dd67537a0d1f10bc1e0d074924161cfa4317,Fixed a docstring and a syntax error on 3.3,['c87d4cf11fe91dc4f477e0f815d0d0dfd6434d12'],False,"['jinja2\\_compat.py', 'jinja2\\testsuite\\inheritance.py']"
70a2bc0e58c211bdd86e89abd29ec12b2387b6fa,"Fix MarkupSafe case in setup.py

Most of pypi mirrors don't allow wrong package name case when installing
them using pip
example: c.pypi.python.org

I know, this is very painful",['f15b814dcba6aa12bc74d1f7d0c881d55f7126be'],False,['setup.py']
